,Date Time,Apple_Price,Apple_Vol.
560,2021-10-29,149.8,124950000.0
559,2021-11-01,148.96,74590000.0
558,2021-11-02,150.02,69120000.0
557,2021-11-03,151.49,54510000.0
556,2021-11-04,150.96,60400000.0
555,2021-11-05,151.28,65459999.99999999
554,2021-11-08,150.44,55020000.0
553,2021-11-09,150.81,56790000.0
552,2021-11-10,147.92,65190000.0
551,2021-11-11,147.87,41000000.0
550,2021-11-12,149.99,63800000.0
549,2021-11-15,150.0,59220000.0
548,2021-11-16,151.0,59260000.0
547,2021-11-17,153.49,88810000.0
546,2021-11-18,157.87,137830000.0
545,2021-11-19,160.55,117310000.0
544,2021-11-22,161.02,117470000.0
543,2021-11-23,161.41,96040000.0
542,2021-11-24,161.94,69460000.0
541,2021-11-29,160.24,88750000.0
540,2021-11-30,165.3,174050000.0
539,2021-12-01,164.77,152420000.0
538,2021-12-02,163.76,136740000.0
537,2021-12-03,161.84,118020000.0
536,2021-12-06,165.32,107500000.0
535,2021-12-07,171.18,120410000.0
534,2021-12-08,175.08,117000000.0
533,2021-12-09,174.56,108920000.0
532,2021-12-10,179.45,115400000.0
531,2021-12-13,175.74,153240000.0
530,2021-12-14,174.33,139380000.0
529,2021-12-15,179.3,131060000.0
528,2021-12-16,172.26,150190000.0
527,2021-12-17,171.14,195920000.0
526,2021-12-20,169.75,107500000.0
525,2021-12-21,172.99,91190000.0
524,2021-12-22,175.64,92140000.0
523,2021-12-23,176.28,68360000.0
522,2021-12-27,180.33,74920000.0
521,2021-12-28,179.29,79140000.0
520,2021-12-29,179.38,62350000.0
519,2021-12-30,178.2,59770000.0
518,2021-12-31,177.57,64060000.0
517,2022-01-03,182.01,104700000.0
516,2022-01-04,179.7,99310000.0
515,2022-01-05,174.92,94540000.0
514,2022-01-06,172.0,96900000.0
513,2022-01-07,172.17,86710000.0
512,2022-01-10,172.19,106770000.0
511,2022-01-11,175.08,76140000.0
510,2022-01-12,175.53,74810000.0
509,2022-01-13,172.19,84510000.0
508,2022-01-14,173.07,80440000.0
507,2022-01-19,166.23,94820000.0
506,2022-01-20,164.51,91420000.0
505,2022-01-21,162.41,122850000.0
504,2022-01-24,161.62,162710000.0
503,2022-01-25,159.78,115800000.0
502,2022-01-26,159.69,108280000.0
501,2022-01-27,159.22,121960000.0
500,2022-01-28,170.33,179940000.0
499,2022-01-31,174.78,115540000.0
498,2022-02-01,174.61,86210000.0
497,2022-02-02,175.84,84910000.0
496,2022-02-03,172.9,89420000.0
495,2022-02-04,172.39,82470000.0
494,2022-02-07,171.66,77250000.0
493,2022-02-08,174.83,74830000.0
492,2022-02-09,176.28,71290000.0
491,2022-02-10,172.12,90870000.0
490,2022-02-11,168.64,98670000.0
489,2022-02-14,168.88,86190000.0
488,2022-02-15,172.79,64290000.00000001
487,2022-02-16,172.55,61180000.0
486,2022-02-17,168.88,69590000.0
485,2022-02-18,167.3,82770000.0
484,2022-02-23,160.07,90010000.0
483,2022-02-24,162.74,141150000.0
482,2022-02-25,164.85,91970000.0
481,2022-02-28,165.12,95060000.0
480,2022-03-01,163.2,83470000.0
479,2022-03-02,166.56,79730000.0
478,2022-03-03,166.23,76680000.0
477,2022-03-04,163.17,83820000.0
476,2022-03-07,159.3,96420000.0
475,2022-03-08,157.44,131150000.0
474,2022-03-09,162.95,91460000.0
473,2022-03-10,158.52,105340000.0
472,2022-03-11,154.73,96970000.0
471,2022-03-14,150.62,108730000.0
470,2022-03-15,155.09,92960000.0
469,2022-03-16,159.59,102300000.0
468,2022-03-17,160.62,75620000.0
467,2022-03-18,163.98,123510000.0
466,2022-03-21,165.38,95810000.0
465,2022-03-22,168.82,81530000.0
464,2022-03-23,170.21,98060000.0
463,2022-03-24,174.07,90130000.0
462,2022-03-25,174.72,80550000.0
461,2022-03-28,175.6,90370000.0
460,2022-03-29,178.96,100590000.0
459,2022-03-30,177.77,92630000.0
458,2022-03-31,174.61,103050000.0
457,2022-04-01,174.31,78750000.0
456,2022-04-04,178.44,76550000.0
455,2022-04-05,175.06,73400000.0
454,2022-04-06,171.83,89060000.0
453,2022-04-07,172.14,77600000.0
452,2022-04-08,170.09,76580000.0
451,2022-04-11,165.75,72250000.0
450,2022-04-12,167.66,79270000.0
449,2022-04-13,170.4,70620000.0
448,2022-04-14,165.29,75330000.0
447,2022-04-18,165.07,69020000.0
446,2022-04-19,167.4,67720000.0
445,2022-04-20,167.23,67930000.0
444,2022-04-21,166.42,87230000.0
443,2022-04-22,161.79,84880000.0
442,2022-04-25,162.88,96050000.0
441,2022-04-26,156.8,95620000.0
440,2022-04-27,156.57,88060000.0
439,2022-04-28,163.64,130220000.0
438,2022-04-29,157.65,131750000.0
437,2022-05-02,157.96,123060000.0
436,2022-05-03,159.48,88970000.0
435,2022-05-04,166.02,108260000.0
434,2022-05-05,156.77,130530000.0
433,2022-05-06,157.28,116130000.0
432,2022-05-09,152.06,131580000.0
431,2022-05-10,154.51,115370000.0
430,2022-05-11,146.5,142690000.0
429,2022-05-12,142.56,182600000.0
428,2022-05-13,147.11,113990000.0
427,2022-05-16,145.54,86640000.0
426,2022-05-17,149.24,78340000.0
425,2022-05-18,140.82,109740000.0
424,2022-05-19,137.35,136100000.0
423,2022-05-20,137.59,137430000.0
422,2022-05-23,143.11,117730000.0
421,2022-05-24,140.36,104130000.0
420,2022-05-25,140.52,92480000.0
419,2022-05-26,143.78,90600000.0
418,2022-05-27,149.64,90980000.0
417,2022-06-01,148.71,74290000.0
416,2022-06-02,151.21,72350000.0
415,2022-06-03,145.38,88570000.0
414,2022-06-06,146.14,71600000.0
413,2022-06-07,148.71,67810000.0
412,2022-06-08,147.96,53950000.0
411,2022-06-09,142.64,69470000.0
410,2022-06-10,137.13,91570000.0
409,2022-06-13,131.88,122210000.0
408,2022-06-14,132.76,84780000.0
407,2022-06-15,135.43,91530000.0
406,2022-06-16,130.06,107960000.0
405,2022-06-17,131.56,134520000.0
404,2022-06-22,135.35,73410000.0
403,2022-06-23,138.27,72430000.0
402,2022-06-24,141.66,89120000.0
401,2022-06-27,141.66,70210000.0
400,2022-06-28,137.44,67320000.0
399,2022-06-29,139.23,66239999.99999999
398,2022-06-30,136.72,98960000.0
397,2022-07-01,138.93,71050000.0
396,2022-07-06,142.92,74060000.0
395,2022-07-07,146.35,66250000.0
394,2022-07-08,147.04,64550000.0
393,2022-07-11,144.87,63310000.0
392,2022-07-12,145.86,77590000.0
391,2022-07-13,145.49,71190000.0
390,2022-07-14,148.47,78140000.0
389,2022-07-15,150.17,76260000.0
388,2022-07-18,147.07,81420000.0
387,2022-07-19,151.0,82980000.0
386,2022-07-20,153.04,64819999.99999999
385,2022-07-21,155.35,65090000.0
384,2022-07-22,154.09,66680000.00000001
383,2022-07-25,152.95,53620000.0
382,2022-07-26,151.6,55140000.0
381,2022-07-27,156.79,78620000.0
380,2022-07-28,157.35,81380000.0
379,2022-07-29,162.51,101790000.0
378,2022-08-01,161.51,67830000.0
377,2022-08-02,160.01,59910000.0
376,2022-08-03,166.13,82510000.0
375,2022-08-04,165.81,55470000.0
374,2022-08-05,165.35,56700000.0
373,2022-08-08,164.87,60360000.0
372,2022-08-09,164.92,63140000.0
371,2022-08-10,169.24,70170000.0
370,2022-08-11,168.49,57150000.0
369,2022-08-12,172.1,68040000.0
368,2022-08-15,173.19,54090000.0
367,2022-08-16,173.03,56380000.0
366,2022-08-17,174.55,79540000.0
365,2022-08-18,174.15,62290000.0
364,2022-08-19,171.52,70350000.0
363,2022-08-22,167.57,69030000.0
362,2022-08-23,167.23,54150000.0
361,2022-08-24,167.53,53840000.0
360,2022-08-25,170.03,51220000.0
359,2022-08-26,163.62,78960000.0
358,2022-08-29,161.38,73310000.0
357,2022-08-30,158.91,77910000.0
356,2022-08-31,157.22,87990000.0
355,2022-09-01,157.96,74230000.0
354,2022-09-02,155.81,76960000.0
353,2022-09-07,155.96,87450000.0
352,2022-09-08,154.46,84920000.0
351,2022-09-09,157.37,68080000.0
350,2022-09-12,163.43,104960000.0
349,2022-09-13,153.84,122660000.0
348,2022-09-14,155.31,87970000.0
347,2022-09-15,152.37,90480000.0
346,2022-09-16,150.7,162280000.0
345,2022-09-19,154.48,81470000.0
344,2022-09-20,156.9,107690000.0
343,2022-09-21,153.72,101700000.0
342,2022-09-22,152.74,86650000.0
341,2022-09-23,150.43,96030000.0
340,2022-09-26,150.77,93340000.0
339,2022-09-27,151.76,84440000.0
338,2022-09-28,149.84,146690000.0
337,2022-09-29,142.48,128140000.0
336,2022-09-30,138.2,124930000.0
335,2022-10-03,142.45,114310000.0
334,2022-10-04,146.1,87830000.0
333,2022-10-05,146.4,79470000.0
332,2022-10-06,145.43,68400000.0
331,2022-10-07,140.09,85930000.0
330,2022-10-10,140.42,74900000.0
329,2022-10-11,138.98,77030000.0
328,2022-10-12,138.34,70430000.0
327,2022-10-13,142.99,113220000.0
326,2022-10-14,138.38,88600000.0
325,2022-10-17,142.41,85250000.0
324,2022-10-18,143.75,99140000.0
323,2022-10-19,143.86,61760000.0
322,2022-10-20,143.39,64519999.99999999
321,2022-10-21,147.27,86550000.0
320,2022-10-24,149.45,75980000.0
319,2022-10-25,152.34,74730000.0
318,2022-10-26,149.35,88440000.0
317,2022-10-27,144.8,109180000.0
316,2022-10-28,155.74,164760000.0
315,2022-10-31,153.34,97940000.0
314,2022-11-01,150.65,80380000.0
313,2022-11-02,145.03,93610000.0
312,2022-11-03,138.88,97920000.0
311,2022-11-04,138.38,140820000.0
310,2022-11-07,138.92,83380000.0
309,2022-11-08,139.5,89910000.0
308,2022-11-09,134.87,74920000.0
307,2022-11-10,146.87,118850000.0
306,2022-11-11,149.7,93980000.0
305,2022-11-14,148.28,73370000.0
304,2022-11-15,150.04,89870000.0
303,2022-11-16,148.79,64220000.0
302,2022-11-17,150.72,80390000.0
301,2022-11-18,151.29,74830000.0
300,2022-11-21,148.01,58720000.0
299,2022-11-22,150.18,51800000.0
298,2022-11-23,151.07,58300000.0
297,2022-11-25,148.11,35200000.0
296,2022-11-28,144.22,69350000.0
295,2022-11-29,141.17,83760000.0
294,2022-11-30,148.03,111380000.0
293,2022-12-01,148.31,71250000.0
292,2022-12-02,147.81,65450000.0
291,2022-12-05,146.63,68390000.0
290,2022-12-06,142.91,64519999.99999999
289,2022-12-07,140.94,69510000.0
288,2022-12-08,142.65,61910000.0
287,2022-12-09,142.16,76100000.0
286,2022-12-12,144.49,70310000.0
285,2022-12-13,145.47,93730000.0
284,2022-12-14,143.21,82290000.0
283,2022-12-15,136.5,97250000.0
282,2022-12-16,134.51,160160000.0
281,2022-12-19,132.37,79150000.0
280,2022-12-20,132.3,77080000.0
279,2022-12-21,135.45,85750000.0
278,2022-12-22,132.23,77590000.0
277,2022-12-23,131.86,63820000.0
276,2022-12-27,130.03,68750000.0
275,2022-12-28,126.04,84900000.0
274,2022-12-29,129.61,75480000.0
273,2022-12-30,129.93,77030000.0
272,2023-01-03,125.07,111680000.0
271,2023-01-04,126.36,88460000.0
270,2023-01-05,125.02,79970000.0
269,2023-01-06,129.62,87760000.0
268,2023-01-09,130.15,70500000.0
267,2023-01-10,130.73,63430000.0
266,2023-01-11,133.49,69120000.0
265,2023-01-12,133.41,71250000.0
264,2023-01-13,134.76,57810000.0
263,2023-01-17,135.94,63420000.0
262,2023-01-18,135.21,69670000.0
261,2023-01-19,135.27,58070000.0
260,2023-01-20,137.87,80220000.0
259,2023-01-23,141.11,81570000.0
258,2023-01-24,142.53,63710000.0
257,2023-01-25,141.86,64690000.0
256,2023-01-26,143.96,53650000.0
255,2023-01-27,145.93,70560000.0
254,2023-01-30,143.0,62980000.0
253,2023-01-31,144.29,65870000.00000001
252,2023-02-01,145.43,76770000.0
251,2023-02-02,150.82,104480000.0
250,2023-02-03,154.5,154360000.0
249,2023-02-06,151.73,68020000.0
248,2023-02-07,154.65,83030000.0
247,2023-02-08,151.92,63470000.0
246,2023-02-09,150.87,54900000.0
245,2023-02-10,151.01,57450000.0
244,2023-02-13,153.85,61860000.0
243,2023-02-14,153.2,61710000.0
242,2023-02-15,155.33,65470000.0
241,2023-02-16,153.71,66840000.0
240,2023-02-17,152.55,59140000.0
239,2023-02-21,148.48,58870000.0
238,2023-02-22,148.91,51010000.0
237,2023-02-23,149.4,48390000.0
236,2023-02-24,146.71,55470000.0
235,2023-02-27,147.92,45000000.0
234,2023-02-28,147.41,50550000.0
233,2023-03-01,145.31,55220000.0
232,2023-03-02,145.91,52090000.0
231,2023-03-03,151.03,70500000.0
230,2023-03-06,153.83,87560000.0
229,2023-03-07,151.6,56180000.0
228,2023-03-08,152.87,47200000.0
227,2023-03-09,150.59,53450000.0
226,2023-03-10,148.5,68570000.0
225,2023-03-13,150.47,84460000.0
224,2023-03-14,152.59,73370000.0
223,2023-03-15,152.99,75960000.0
222,2023-03-16,155.85,76020000.0
221,2023-03-17,155.0,98940000.0
220,2023-03-20,157.4,73470000.0
219,2023-03-21,159.28,73760000.0
218,2023-03-22,157.83,69170000.0
217,2023-03-23,158.93,67220000.0
216,2023-03-24,160.25,59260000.0
215,2023-03-27,158.28,50420000.0
214,2023-03-28,157.65,45580000.0
213,2023-03-29,160.77,51310000.0
212,2023-03-30,162.36,46810000.0
211,2023-03-31,164.9,68750000.0
210,2023-04-03,166.17,54970000.0
209,2023-04-04,165.63,44430000.0
208,2023-04-05,163.76,51300000.0
207,2023-04-06,164.66,45390000.0
206,2023-04-10,162.03,47030000.0
205,2023-04-11,160.8,46310000.0
204,2023-04-12,160.1,49400000.0
203,2023-04-13,165.56,67160000.0
202,2023-04-14,165.21,49390000.0
201,2023-04-17,165.23,41520000.0
200,2023-04-18,166.47,48410000.0
199,2023-04-19,167.63,47240000.0
198,2023-04-20,166.65,52460000.0
197,2023-04-21,165.02,58340000.0
196,2023-04-24,165.33,38990000.0
195,2023-04-25,163.77,48170000.0
194,2023-04-26,163.76,44110000.0
193,2023-04-27,168.41,64220000.0
192,2023-04-28,169.68,55280000.0
191,2023-05-01,169.59,49390000.0
190,2023-05-02,168.54,48430000.0
189,2023-05-03,167.45,59440000.0
188,2023-05-04,165.79,70380000.0
187,2023-05-05,173.57,113450000.0
186,2023-05-08,173.5,55960000.0
185,2023-05-09,171.77,45330000.0
184,2023-05-10,173.55,53720000.0
183,2023-05-11,173.75,49510000.0
182,2023-05-12,172.57,45530000.0
181,2023-05-15,172.07,37180000.0
180,2023-05-16,172.07,42110000.0
179,2023-05-17,172.69,57950000.0
178,2023-05-18,175.05,65090000.0
177,2023-05-19,175.16,52680000.0
176,2023-05-22,174.2,43310000.0
175,2023-05-23,171.56,49180000.0
174,2023-05-24,171.84,43490000.0
173,2023-05-25,172.99,55920000.0
172,2023-05-26,175.43,54830000.0
171,2023-05-30,177.3,55770000.0
170,2023-05-31,177.25,99310000.0
169,2023-06-01,180.09,65300000.0
168,2023-06-02,180.95,62000000.0
167,2023-06-05,179.58,121320000.0
166,2023-06-06,179.21,64340000.0
165,2023-06-07,177.82,61940000.0
164,2023-06-08,180.57,50210000.0
163,2023-06-09,180.96,48900000.0
162,2023-06-12,183.79,53570000.0
161,2023-06-13,183.31,54650000.0
160,2023-06-14,183.95,56520000.0
159,2023-06-15,186.01,65280000.0
158,2023-06-16,184.92,101260000.0
157,2023-06-20,185.01,48960000.0
156,2023-06-21,183.96,49360000.0
155,2023-06-22,187.0,50840000.0
154,2023-06-23,186.68,53120000.0
153,2023-06-26,185.27,47500000.0
152,2023-06-27,188.06,49730000.0
151,2023-06-28,189.25,50900000.0
150,2023-06-29,189.59,45450000.0
149,2023-06-30,193.97,85210000.0
148,2023-07-03,192.46,31460000.0
147,2023-07-05,191.33,46590000.0
146,2023-07-06,191.81,45000000.0
145,2023-07-07,190.68,46820000.0
144,2023-07-10,188.61,59100000.0
143,2023-07-11,188.08,46420000.0
142,2023-07-12,189.77,59770000.0
141,2023-07-13,190.54,41340000.0
140,2023-07-14,190.69,41620000.0
139,2023-07-17,193.99,49840000.0
138,2023-07-18,193.73,48200000.0
137,2023-07-19,195.1,80510000.0
136,2023-07-20,193.13,59580000.0
135,2023-07-21,191.94,71950000.0
134,2023-07-24,192.75,44860000.0
133,2023-07-25,193.62,37280000.0
132,2023-07-26,194.5,47470000.0
131,2023-07-27,193.22,47460000.0
130,2023-07-28,195.83,48290000.0
129,2023-07-31,196.45,38590000.0
128,2023-08-01,195.6,34730000.0
127,2023-08-02,192.58,48900000.0
126,2023-08-03,191.17,52600000.0
125,2023-08-04,181.99,115960000.0
124,2023-08-07,178.85,97580000.0
123,2023-08-08,179.8,67600000.0
122,2023-08-09,178.19,57800000.0
121,2023-08-10,177.97,52600000.0
120,2023-08-11,177.79,52040000.0
119,2023-08-14,179.46,43680000.0
118,2023-08-15,177.45,43370000.0
117,2023-08-16,176.57,45600000.0
116,2023-08-17,174.0,61250000.0
115,2023-08-18,174.49,61170000.0
114,2023-08-21,175.84,44990000.0
113,2023-08-22,177.23,41380000.0
112,2023-08-23,181.12,51470000.0
111,2023-08-24,176.38,53220000.0
110,2023-08-25,178.61,51450000.0
109,2023-08-28,180.19,42710000.0
108,2023-08-29,184.12,52360000.0
107,2023-08-30,187.65,60590000.0
106,2023-08-31,187.87,60210000.0
105,2023-09-01,189.46,45770000.0
104,2023-09-05,189.7,44730000.0
103,2023-09-06,182.91,81160000.0
102,2023-09-07,177.56,111940000.0
101,2023-09-08,178.18,65599999.99999999
100,2023-09-11,179.36,58330000.0
99,2023-09-12,176.3,89920000.0
98,2023-09-13,174.21,83450000.0
97,2023-09-14,175.74,59630000.0
96,2023-09-15,175.01,109260000.0
95,2023-09-18,177.97,65110000.0
94,2023-09-19,179.07,50490000.0
93,2023-09-20,175.49,55690000.0
92,2023-09-21,173.93,61710000.0
91,2023-09-22,174.79,56730000.0
90,2023-09-25,176.08,45990000.0
89,2023-09-26,171.96,64230000.00000001
88,2023-09-27,170.43,66500000.0
87,2023-09-28,170.69,56140000.0
86,2023-09-29,171.21,51860000.0
85,2023-10-02,173.75,52160000.0
84,2023-10-03,172.4,49040000.0
83,2023-10-04,173.66,52740000.0
82,2023-10-05,174.91,48380000.0
81,2023-10-06,177.49,57270000.0
80,2023-10-09,178.99,42390000.0
79,2023-10-10,178.39,43650000.0
78,2023-10-11,179.8,47040000.0
77,2023-10-12,180.71,56550000.0
76,2023-10-13,178.85,51460000.0
75,2023-10-16,178.72,52170000.0
74,2023-10-17,177.15,57420000.0
73,2023-10-18,175.84,54490000.0
72,2023-10-19,175.46,57620000.0
71,2023-10-20,172.88,64239999.99999999
70,2023-10-23,173.0,55240000.0
69,2023-10-24,173.44,43580000.0
68,2023-10-25,171.1,56600000.0
67,2023-10-26,166.89,69450000.0
66,2023-10-27,168.22,58500000.0
65,2023-10-30,170.29,50470000.0
64,2023-10-31,170.77,43520000.0
63,2023-11-01,173.97,56930000.0
62,2023-11-02,177.57,67019999.99999999
61,2023-11-03,176.65,79830000.0
60,2023-11-06,179.23,63650000.0
59,2023-11-07,181.82,70210000.0
58,2023-11-08,182.89,49180000.0
57,2023-11-09,182.41,52450000.0
56,2023-11-10,186.4,66180000.00000001
55,2023-11-13,184.8,41970000.0
54,2023-11-14,187.44,59710000.0
53,2023-11-15,188.01,53230000.0
52,2023-11-16,189.71,53990000.0
51,2023-11-17,189.69,50940000.0
50,2023-11-20,191.45,46540000.0
49,2023-11-21,190.64,38130000.0
48,2023-11-22,191.31,39630000.0
47,2023-11-24,189.97,24040000.0
46,2023-11-27,189.79,40400000.0
45,2023-11-28,190.4,37790000.0
44,2023-11-29,189.37,37940000.0
43,2023-11-30,189.95,47990000.0
42,2023-12-01,191.24,45700000.0
41,2023-12-04,189.43,43070000.0
40,2023-12-05,193.42,65349999.99999999
39,2023-12-06,192.32,40900000.0
38,2023-12-07,194.27,47340000.0
37,2023-12-08,195.71,53410000.0
36,2023-12-11,193.18,60780000.0
35,2023-12-12,194.71,51290000.0
34,2023-12-13,197.96,67760000.0
33,2023-12-14,198.11,65959999.99999999
32,2023-12-15,197.57,128540000.0
31,2023-12-18,195.89,55750000.0
30,2023-12-19,196.94,40230000.0
29,2023-12-20,194.83,50130000.0
28,2023-12-21,194.68,44080000.0
27,2023-12-22,193.6,37150000.0
26,2023-12-26,193.05,28810000.0
25,2023-12-27,193.15,47900000.0
24,2023-12-28,193.58,33830000.0
23,2023-12-29,192.53,42670000.0
22,2024-01-02,185.64,79820000.0
21,2024-01-03,184.25,56440000.0
20,2024-01-04,181.91,70700000.0
19,2024-01-05,181.18,62380000.0
18,2024-01-08,185.56,59140000.0
17,2024-01-09,185.14,42840000.0
16,2024-01-10,186.19,45900000.0
15,2024-01-11,185.59,49130000.0
14,2024-01-12,185.92,40480000.0
13,2024-01-16,183.63,65440000.0
12,2024-01-17,182.68,47190000.0
11,2024-01-18,188.63,77400000.0
10,2024-01-19,191.56,68900000.0
9,2024-01-22,193.89,60130000.0
8,2024-01-23,195.18,42200000.0
7,2024-01-24,194.5,53460000.0
6,2024-01-25,194.17,54530000.0
5,2024-01-26,192.42,44590000.0
4,2024-01-29,191.73,46890000.0
3,2024-01-30,188.04,55270000.0
2,2024-01-31,184.4,54830000.0
1,2024-02-01,186.86,64490000.0
0,2024-02-02,185.85,102550000.0

,2024-02-05,187.68,69668800.0
,2024-02-06,189.30,43490800.0
,2024-02-07,189.41,53439000.0
,2024-02-08,188.32,40962000.0
,2024-02-09,188.85,45155200.0

,2024-02-12,187.15,41781900.0
,2024-02-13,185.04,56529500.0
,2024-02-14,184.15,54630500.0
,2024-02-15,183.86,65434500.0
,2024-02-16,182.31,49700400.0

,2024-02-20,181.56,53665600
,2024-02-21,182.32,41500700
,2024-02-22,184.37,52300200
,2024-02-23,182.52,45100700

,2024-02-26,181.16,40800400
,2024-02-27,182.63,54318900
,2024-02-28,181.42,48953900
,2024-02-29,180.75,136600600

,2024-03-01,179.66,73488000
,2024-03-04,175.10,81500100
,2024-03-05,170.12,95130400
,2024-03-06,169.12,68500700
,2024-03-01,169.00,71700100
,2024-03-08,170.73,76100600
,2024-03-11,172.75,60100500
,2024-03-12,173.23,59800400
,2024-03-13,171.13,52500700
,2024-03-14,173.00,72900500
,2024-03-15,172.62,121600700
,2024-03-18,173.72,75600200
,2024-03-19,176.08,55200200
,2024-03-20,178.67,53400100
,2024-03-21,171.37,106100300
,2024-03-22,172.28,71100600
,2024-03-25,170.85,54288300
,2024-03-26,169.71,57400400
,2024-03-27,173.31,60200300
,2024-03-28,171.48,65600700
,2024-04-01,170.03,46240500
,2024-04-02,168.84,49329500
,2024-04-03,169.65,47691700
,2024-04-04,168.82,53700400
,2024-04-05,169.58,42000200
,2024-04-08,168.45,37400500
,2024-04-09,169.67,42450200
,2024-04-10,167.78,49700300
,2024-04-11,175.04,91000300
,2024-04-12,176.55,101500300
,2024-04-15,172.69,73500800
,2024-04-16,169.38,73700200
,2024-04-17,168.00,
,2024-04-18,167.04,
,2024-04-19,165.00,
,2024-04-22,165.84,
,2024-04-23,166.90,
,2024-04-24,169.02,
,2024-04-25,169.89,
,2024-04-26,169.30,
,2024-04-29,173.50,
,2024-04-30,170.33,
,2024-05-01,169.30,
,2024-05-02,173.03,
,2024-05-03,183.38,
,2024-05-06,181.71,
,2024-05-07,182.40,
,2024-05-08,182.74,
,2024-05-09,184.57,
,2024-05-10,183.05,
,2024-05-13,186.28,
,2024-05-14,187.43,
,2024-05-15,189.72,
,2024-05-16,189.84,
,2024-05-17,189.87,
,2024-05-20,191.04,
,2024-05-21,192.35,
,2024-05-22,190.90,
,2024-05-23,186.88,
,2024-05-24,189.98,
,2024-05-28,189.99,
,2024-05-29,190.29,
,2024-05-30,191.29,
,2024-05-31,192.25,
,2024-06-03,194.03,
,2024-06-04,194.35,
,2024-06-05,195.87,
,2024-06-06,194.48,
,2024-06-07,196.89,
,2024-06-10,193.12,
,2024-06-11,207.15,
,2024-06-12,213.07,
,2024-06-13,214.24,
,2024-06-14,212.49,
,2024-06-17,216.67,
,2024-06-18,214.29,
,2024-06-20,209.68,
,2024-06-21,207.49,
,2024-06-24,208.14,
,2024-06-25,209.07,
,2024-06-26,213.25,
,2024-06-27,214.10,
,2024-06-28,210.62,
,2024-07-01,216.75,
,2024-07-02,220.27,
,2024-07-03,221.55,
,2024-07-05,226.34,
,2024-07-08,227.82,
,2024-07-09,228.68,
,2024-07-10,232.98,
,2024-07-11,227.57,
,2024-07-12,230.54,
,2024-07-15,234.40,
,2024-07-16,234.82,
,2024-07-17,228.88,
,2024-07-18,224.18,
,2024-07-19,224.31,
,2024-07-22,223.96,
,2024-07-23,225.01,
,2024-07-24,218.54,
,2024-07-25,217.49,
,2024-07-26,217.96,
,2024-07-29,218.24,
,2024-07-30,218.80,
,2024-07-31,222.08,
,2024-08-01,218.36,
,2024-08-02,219.86,
,2024-08-05,209.27,
,2024-08-06,207.23,
,2024-08-07,209.82,
,2024-08-08,213.31,
,2024-08-09,216.24,
,2024-08-12,217.53,
,2024-08-13,221.27,
,2024-08-14,221.72,
,2024-08-15,224.72,
,2024-08-16,226.05,
,2024-08-19,225.89,
,2024-08-20,226.51,
,2024-08-21,226.40,
,2024-08-22,224.53,
,2024-08-23,226.84,
,2024-08-26,227.18,
,2024-08-27,228.03,
,2024-08-28,226.49,
,2024-08-29,229.79,
,2024-08-30,229.00,
,2024-09-03,222.77,
,2024-09-04,220.85,
,2024-09-05,222.38,
,2024-09-06,220.82,
,2024-09-09,220.91,
,2024-09-10,220.11,
,2024-09-11,222.66,
,2024-09-12,222.77,
,2024-09-13,222.50,
,2024-09-16,216.32,
,2024-09-17,216.79,
,2024-09-18,220.69,
,2024-09-19,228.87,
,2024-09-20,228.20,
,2024-09-23,226.47,
,2024-09-24,227.37,
,2024-09-25,226.37,
,2024-09-26,227.52,
,2024-09-27,227.79,
,2024-09-30,233.00,
,2024-10-01,226.21,
,2024-10-02,226.78,
,2024-10-03,225.67,
,2024-10-04,226.80,
,2024-10-07,221.69,
,2024-10-08,225.77,
,2024-10-09,229.54,
,2024-10-10,229.04,
,2024-10-11,227.55,
,2024-10-14,231.30,
,2024-10-15,233.85,
,2024-10-16,231.78,
,2024-10-17,232.15,
,2024-10-18,235.00,
,2024-10-21,236.48,
,2024-10-22,235.86,
,2024-10-23,230.76,
,2024-10-24,230.57,
,2024-10-25,231.41,
,2024-10-28,233.40,
,2024-10-29,233.67,
,2024-10-30,230.10,
,2024-10-31,225.91,
,2024-11-01,222.91,
,2024-11-04,222.01,
